send_dt,send_time,send_number,campaign,email_name,category,text,emails_sent,emails_delivered,undeliverable,total_clicks,unique_clicks,unique_opens,unsubscribes,unique_complaints,total_complaints,gifts,revenue,Audience,send_group,Open_Rate_nw,Click_Rate_nw,Donation_Rate_nw,revenue_1k_new,month,polarity_score,subjectivity_score,processed_text,admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,grief,joy,love,nervousness,optimism,pride,realization,relief,remorse,sadness,surprise,neutral,Curiousity,Caring,Gratitude,Approval,Desire,Neutral,Excitement,Sadness,top_factor_label
2020-01-11,3:00:58 PM,1.0,Haiti #1,jtk388 - Haiti #1 - General - First Levels 25-36,Cultivation,A decade of lifesaving care in Haiti,29358,29210,148.0,94.0,52,2412,16,4.0,4.0,2.0,180.0,Lapsed Donors,jtk388 - Haiti #,0.082158185162477,0.0017712378227399,6.812453164384494e-05,6.131207847946046,1,0.0,0.0,decade lifesaving care haiti,0.0009598547476343,4.862027708441019e-05,0.0001592406188137,0.0001445918605895,0.0010862327180802,0.002459013601765,4.527734927251004e-05,4.140496821491979e-05,6.44073516014032e-05,0.0001190421899082,9.0136265498586e-05,4.290073411539197e-05,4.518497462413507e-06,2.286246308358386e-05,9.42953920457512e-05,8.735672599868849e-05,0.0001088226126739,4.520266520557925e-05,4.3276446376694366e-05,1.4844547877146397e-05,0.0005820431397296,1.3035250958637334e-05,5.282056736177765e-05,4.547186108538881e-05,0.0001052200022968,0.000247457268415,1.4567968719347846e-05,0.9932575225830078,-0.4970029874468815,-0.3820170165138572,-0.3089797205567038,-0.37261429893185244,-0.21125666929567166,-0.1740635566106942,-0.43805616545497017,-0.4030261032960807,Neutral
2020-01-11,3:00:58 PM,1.0,Haiti #1,jtk388 - Haiti #1 - General - First Levels 13-24,Cultivation,A decade of lifesaving care in Haiti,32457,32252,205.0,79.0,69,2847,17,3.0,3.0,2.0,275.0,Lapsed Donors,jtk388 - Haiti #,0.0877160550882706,0.0021258896385987,6.161998952460178e-05,8.472748559632745,1,0.0,0.0,decade lifesaving care haiti,0.0009598547476343,4.862027708441019e-05,0.0001592406188137,0.0001445918605895,0.0010862327180802,0.002459013601765,4.527734927251004e-05,4.140496821491979e-05,6.44073516014032e-05,0.0001190421899082,9.0136265498586e-05,4.290073411539197e-05,4.518497462413507e-06,2.286246308358386e-05,9.42953920457512e-05,8.735672599868849e-05,0.0001088226126739,4.520266520557925e-05,4.3276446376694366e-05,1.4844547877146397e-05,0.0005820431397296,1.3035250958637334e-05,5.282056736177765e-05,4.547186108538881e-05,0.0001052200022968,0.000247457268415,1.4567968719347846e-05,0.9932575225830078,-0.4970029874468815,-0.3820170165138572,-0.3089797205567038,-0.37261429893185244,-0.21125666929567166,-0.1740635566106942,-0.43805616545497017,-0.4030261032960807,Neutral
2020-01-11,3:01:08 PM,1.0,Haiti #1,jtk388 - Haiti #1 - General - Non Donors,Cultivation,A decade of lifesaving care in Haiti,78501,78177,324.0,324.0,267,18124,83,15.0,15.0,2.0,20.0,Other,jtk388 - Haiti #,0.2308760397956714,0.0034012305575725,2.5477382453726705e-05,0.254773824537267,1,0.0,0.0,decade lifesaving care haiti,0.0009598547476343,4.862027708441019e-05,0.0001592406188137,0.0001445918605895,0.0010862327180802,0.002459013601765,4.527734927251004e-05,4.140496821491979e-05,6.44073516014032e-05,0.0001190421899082,9.0136265498586e-05,4.290073411539197e-05,4.518497462413507e-06,2.286246308358386e-05,9.42953920457512e-05,8.735672599868849e-05,0.0001088226126739,4.520266520557925e-05,4.3276446376694366e-05,1.4844547877146397e-05,0.0005820431397296,1.3035250958637334e-05,5.282056736177765e-05,4.547186108538881e-05,0.0001052200022968,0.000247457268415,1.4567968719347846e-05,0.9932575225830078,-0.4970029874468815,-0.3820170165138572,-0.3089797205567038,-0.37261429893185244,-0.21125666929567166,-0.1740635566106942,-0.43805616545497017,-0.4030261032960807,Neutral
2020-01-11,3:01:09 PM,1.0,Haiti #1,jtk388 - Haiti #1 - General - Field Partners,Cultivation,A decade of lifesaving care in Haiti,57347,56925,422.0,264.0,217,8520,20,4.0,4.0,6.0,440.0,Partners,jtk388 - Haiti #,0.1485692364029504,0.0037839817252864,0.0001046262228189,7.672589673391807,1,0.0,0.0,decade lifesaving care haiti,0.0009598547476343,4.862027708441019e-05,0.0001592406188137,0.0001445918605895,0.0010862327180802,0.002459013601765,4.527734927251004e-05,4.140496821491979e-05,6.44073516014032e-05,0.0001190421899082,9.0136265498586e-05,4.290073411539197e-05,4.518497462413507e-06,2.286246308358386e-05,9.42953920457512e-05,8.735672599868849e-05,0.0001088226126739,4.520266520557925e-05,4.3276446376694366e-05,1.4844547877146397e-05,0.0005820431397296,1.3035250958637334e-05,5.282056736177765e-05,4.547186108538881e-05,0.0001052200022968,0.000247457268415,1.4567968719347846e-05,0.9932575225830078,-0.4970029874468815,-0.3820170165138572,-0.3089797205567038,-0.37261429893185244,-0.21125666929567166,-0.1740635566106942,-0.43805616545497017,-0.4030261032960807,Neutral
2020-01-11,3:19:44 PM,1.0,Haiti #1,jtk388 - Haiti #1 - Haiti Supporters - Partners,Cultivation,A decade of lifesaving care in Haiti,1852,1655,197.0,21.0,19,423,6,3.0,3.0,0.0,0.0,Partners,jtk388 - Haiti #,0.228401727861771,0.0102591792656587,0.0,0.0,1,0.0,0.0,decade lifesaving care haiti,0.0009598547476343,4.862027708441019e-05,0.0001592406188137,0.0001445918605895,0.0010862327180802,0.002459013601765,4.527734927251004e-05,4.140496821491979e-05,6.44073516014032e-05,0.0001190421899082,9.0136265498586e-05,4.290073411539197e-05,4.518497462413507e-06,2.286246308358386e-05,9.42953920457512e-05,8.735672599868849e-05,0.0001088226126739,4.520266520557925e-05,4.3276446376694366e-05,1.4844547877146397e-05,0.0005820431397296,1.3035250958637334e-05,5.282056736177765e-05,4.547186108538881e-05,0.0001052200022968,0.000247457268415,1.4567968719347846e-05,0.9932575225830078,-0.4970029874468815,-0.3820170165138572,-0.3089797205567038,-0.37261429893185244,-0.21125666929567166,-0.1740635566106942,-0.43805616545497017,-0.4030261032960807,Neutral
2020-01-11,3:14:42 PM,1.0,Haiti #1,jtk388 - Haiti #1 - General - PNB,Cultivation,A decade of lifesaving care in Haiti,138,138,0.0,3.0,2,31,0,0.0,0.0,0.0,0.0,PNB,jtk388 - Haiti #,0.2246376811594203,0.0144927536231884,0.0,0.0,1,0.0,0.0,decade lifesaving care haiti,0.0009598547476343,4.862027708441019e-05,0.0001592406188137,0.0001445918605895,0.0010862327180802,0.002459013601765,4.527734927251004e-05,4.140496821491979e-05,6.44073516014032e-05,0.0001190421899082,9.0136265498586e-05,4.290073411539197e-05,4.518497462413507e-06,2.286246308358386e-05,9.42953920457512e-05,8.735672599868849e-05,0.0001088226126739,4.520266520557925e-05,4.3276446376694366e-05,1.4844547877146397e-05,0.0005820431397296,1.3035250958637334e-05,5.282056736177765e-05,4.547186108538881e-05,0.0001052200022968,0.000247457268415,1.4567968719347846e-05,0.9932575225830078,-0.4970029874468815,-0.3820170165138572,-0.3089797205567038,-0.37261429893185244,-0.21125666929567166,-0.1740635566106942,-0.43805616545497017,-0.4030261032960807,Neutral
2020-01-12,3:08:35 PM,2.0,Haiti #2,jtk386 - Haiti #2 - A - Current Partner Haiti Donors,Appeal,Urgent need in Haiti,717,646,71.0,7.0,7,115,2,0.0,0.0,2.0,600.0,Partners,jtk386 - Haiti #,0.1603905160390516,0.00976290097629,0.00278940027894,836.8200836820084,1,0.0,0.0,urgent need haiti,0.0019995954353362,0.0001437894679838,0.0424653850495815,0.0230780728161335,0.0930220931768417,0.0424969978630542,0.0004505313409026,0.0099383825436234,0.6575381755828857,0.0061301481910049,0.0230505038052797,0.004305119626224,0.0002312927972525,0.0006150376866571,0.0010677881073206,0.0002082813589368,0.0011273928685113,0.0003455553087405,0.005551487673074,0.0005452906480059,0.0058172680437564,0.0002396083291387,0.0025916153099387,0.0001018547045532,0.0013752169907093,0.0247463956475257,0.0001959785731742,0.0506211370229721,-0.36428473153974095,-0.1624805075349025,-0.1949965494888507,0.19976173712054338,6.353070104617758,-0.1563245058311341,0.5938155344252136,0.8982001831637145,Desire
2020-01-12,3:22:36 PM,2.0,Haiti #2,jtk386 - Haiti #2 - B - Current Haiti Donors,Appeal,Urgent need in Haiti,3256,2824,432.0,25.0,22,376,8,2.0,2.0,3.0,120.0,Other,jtk386 - Haiti #,0.1154791154791154,0.0067567567567567,0.0009213759213759,36.85503685503686,1,0.0,0.0,urgent need haiti,0.0019995954353362,0.0001437894679838,0.0424653850495815,0.0230780728161335,0.0930220931768417,0.0424969978630542,0.0004505313409026,0.0099383825436234,0.6575381755828857,0.0061301481910049,0.0230505038052797,0.004305119626224,0.0002312927972525,0.0006150376866571,0.0010677881073206,0.0002082813589368,0.0011273928685113,0.0003455553087405,0.005551487673074,0.0005452906480059,0.0058172680437564,0.0002396083291387,0.0025916153099387,0.0001018547045532,0.0013752169907093,0.0247463956475257,0.0001959785731742,0.0506211370229721,-0.36428473153974095,-0.1624805075349025,-0.1949965494888507,0.19976173712054338,6.353070104617758,-0.1563245058311341,0.5938155344252136,0.8982001831637145,Desire
2020-01-12,3:01:36 PM,2.0,Haiti #2,jtk386 - Haiti #2 - A - PNB,Appeal,Urgent need in Haiti,60,60,0.0,1.0,1,8,0,0.0,0.0,0.0,0.0,PNB,jtk386 - Haiti #,0.1333333333333333,0.0166666666666666,0.0,0.0,1,0.0,0.0,urgent need haiti,0.0019995954353362,0.0001437894679838,0.0424653850495815,0.0230780728161335,0.0930220931768417,0.0424969978630542,0.0004505313409026,0.0099383825436234,0.6575381755828857,0.0061301481910049,0.0230505038052797,0.004305119626224,0.0002312927972525,0.0006150376866571,0.0010677881073206,0.0002082813589368,0.0011273928685113,0.0003455553087405,0.005551487673074,0.0005452906480059,0.0058172680437564,0.0002396083291387,0.0025916153099387,0.0001018547045532,0.0013752169907093,0.0247463956475257,0.0001959785731742,0.0506211370229721,-0.36428473153974095,-0.1624805075349025,-0.1949965494888507,0.19976173712054338,6.353070104617758,-0.1563245058311341,0.5938155344252136,0.8982001831637145,Desire
2020-01-12,3:01:44 PM,2.0,Haiti #2,jtk386 - Haiti #2 - A - Non-Donors,Appeal,Urgent need in Haiti,41055,41007,48.0,115.0,104,8666,30,5.0,5.0,7.0,155.0,Non Donors,jtk386 - Haiti #,0.211082693947144,0.0025331871879186,0.0001705029838022,3.7754232127633673,1,0.0,0.0,urgent need haiti,0.0019995954353362,0.0001437894679838,0.0424653850495815,0.0230780728161335,0.0930220931768417,0.0424969978630542,0.0004505313409026,0.0099383825436234,0.6575381755828857,0.0061301481910049,0.0230505038052797,0.004305119626224,0.0002312927972525,0.0006150376866571,0.0010677881073206,0.0002082813589368,0.0011273928685113,0.0003455553087405,0.005551487673074,0.0005452906480059,0.0058172680437564,0.0002396083291387,0.0025916153099387,0.0001018547045532,0.0013752169907093,0.0247463956475257,0.0001959785731742,0.0506211370229721,-0.36428473153974095,-0.1624805075349025,-0.1949965494888507,0.19976173712054338,6.353070104617758,-0.1563245058311341,0.5938155344252136,0.8982001831637145,Desire
2020-01-12,3:01:39 PM,2.0,Haiti #2,jtk386 - Haiti #2 - A - Partners,Appeal,Urgent need in Haiti,6260,6229,31.0,20.0,20,988,2,0.0,0.0,14.0,7050.0,Partners,jtk386 - Haiti #,0.1578274760383386,0.0031948881789137,0.0022364217252396,1126.1980830670927,1,0.0,0.0,urgent need haiti,0.0019995954353362,0.0001437894679838,0.0424653850495815,0.0230780728161335,0.0930220931768417,0.0424969978630542,0.0004505313409026,0.0099383825436234,0.6575381755828857,0.0061301481910049,0.0230505038052797,0.004305119626224,0.0002312927972525,0.0006150376866571,0.0010677881073206,0.0002082813589368,0.0011273928685113,0.0003455553087405,0.005551487673074,0.0005452906480059,0.0058172680437564,0.0002396083291387,0.0025916153099387,0.0001018547045532,0.0013752169907093,0.0247463956475257,0.0001959785731742,0.0506211370229721,-0.36428473153974095,-0.1624805075349025,-0.1949965494888507,0.19976173712054338,6.353070104617758,-0.1563245058311341,0.5938155344252136,0.8982001831637145,Desire
2020-01-12,3:22:36 PM,2.0,Haiti #2,jtk386 - Haiti #2 - A - Current Haiti Donors,Appeal,Urgent need in Haiti,3257,2780,477.0,16.0,13,415,9,2.0,2.0,6.0,200.0,Other,jtk386 - Haiti #,0.1274178692047896,0.0039914031317163,0.0018421860607921,61.40620202640466,1,0.0,0.0,urgent need haiti,0.0019995954353362,0.0001437894679838,0.0424653850495815,0.0230780728161335,0.0930220931768417,0.0424969978630542,0.0004505313409026,0.0099383825436234,0.6575381755828857,0.0061301481910049,0.0230505038052797,0.004305119626224,0.0002312927972525,0.0006150376866571,0.0010677881073206,0.0002082813589368,0.0011273928685113,0.0003455553087405,0.005551487673074,0.0005452906480059,0.0058172680437564,0.0002396083291387,0.0025916153099387,0.0001018547045532,0.0013752169907093,0.0247463956475257,0.0001959785731742,0.0506211370229721,-0.36428473153974095,-0.1624805075349025,-0.1949965494888507,0.19976173712054338,6.353070104617758,-0.1563245058311341,0.5938155344252136,0.8982001831637145,Desire
2020-01-12,3:02:43 PM,2.0,Haiti #2,jtk386 - Haiti #2 - A - 0-12 month donors,Appeal,Urgent need in Haiti,41330,41103,227.0,121.0,112,4716,14,2.0,2.0,54.0,2068.0,First Levels,jtk386 - Haiti #,0.1141059762884103,0.0027098959593515,0.0013065569804016,50.0362932494556,1,0.0,0.0,urgent need haiti,0.0019995954353362,0.0001437894679838,0.0424653850495815,0.0230780728161335,0.0930220931768417,0.0424969978630542,0.0004505313409026,0.0099383825436234,0.6575381755828857,0.0061301481910049,0.0230505038052797,0.004305119626224,0.0002312927972525,0.0006150376866571,0.0010677881073206,0.0002082813589368,0.0011273928685113,0.0003455553087405,0.005551487673074,0.0005452906480059,0.0058172680437564,0.0002396083291387,0.0025916153099387,0.0001018547045532,0.0013752169907093,0.0247463956475257,0.0001959785731742,0.0506211370229721,-0.36428473153974095,-0.1624805075349025,-0.1949965494888507,0.19976173712054338,6.353070104617758,-0.1563245058311341,0.5938155344252136,0.8982001831637145,Desire
2020-01-12,3:02:43 PM,2.0,Haiti #2,jtk386 - Haiti #2 - B - 0-12 month donors,Appeal,Urgent need in Haiti,41330,41106,224.0,131.0,119,4739,21,9.0,9.0,37.0,1207.0,First Levels,jtk386 - Haiti #,0.1146624727800629,0.002879264456811,0.0008952334865714,29.20396806194048,1,0.0,0.0,urgent need haiti,0.0019995954353362,0.0001437894679838,0.0424653850495815,0.0230780728161335,0.0930220931768417,0.0424969978630542,0.0004505313409026,0.0099383825436234,0.6575381755828857,0.0061301481910049,0.0230505038052797,0.004305119626224,0.0002312927972525,0.0006150376866571,0.0010677881073206,0.0002082813589368,0.0011273928685113,0.0003455553087405,0.005551487673074,0.0005452906480059,0.0058172680437564,0.0002396083291387,0.0025916153099387,0.0001018547045532,0.0013752169907093,0.0247463956475257,0.0001959785731742,0.0506211370229721,-0.36428473153974095,-0.1624805075349025,-0.1949965494888507,0.19976173712054338,6.353070104617758,-0.1563245058311341,0.5938155344252136,0.8982001831637145,Desire
2020-01-12,3:01:39 PM,2.0,Haiti #2,jtk386 - Haiti #2 - B - Partners,Appeal,Urgent need in Haiti,6261,6233,28.0,23.0,22,950,3,0.0,0.0,11.0,5800.0,Partners,jtk386 - Haiti #,0.1517329500079859,0.0035138156843954,0.0017569078421977,926.3695895224404,1,0.0,0.0,urgent need haiti,0.0019995954353362,0.0001437894679838,0.0424653850495815,0.0230780728161335,0.0930220931768417,0.0424969978630542,0.0004505313409026,0.0099383825436234,0.6575381755828857,0.0061301481910049,0.0230505038052797,0.004305119626224,0.0002312927972525,0.0006150376866571,0.0010677881073206,0.0002082813589368,0.0011273928685113,0.0003455553087405,0.005551487673074,0.0005452906480059,0.0058172680437564,0.0002396083291387,0.0025916153099387,0.0001018547045532,0.0013752169907093,0.0247463956475257,0.0001959785731742,0.0506211370229721,-0.36428473153974095,-0.1624805075349025,-0.1949965494888507,0.19976173712054338,6.353070104617758,-0.1563245058311341,0.5938155344252136,0.8982001831637145,Desire
2020-01-12,3:01:37 PM,2.0,Haiti #2,jtk386 - Haiti #2 - B - PNB,Appeal,Urgent need in Haiti,60,59,1.0,0.0,0,10,0,0.0,0.0,0.0,0.0,PNB,jtk386 - Haiti #,0.1666666666666666,0.0,0.0,0.0,1,0.0,0.0,urgent need haiti,0.0019995954353362,0.0001437894679838,0.0424653850495815,0.0230780728161335,0.0930220931768417,0.0424969978630542,0.0004505313409026,0.0099383825436234,0.6575381755828857,0.0061301481910049,0.0230505038052797,0.004305119626224,0.0002312927972525,0.0006150376866571,0.0010677881073206,0.0002082813589368,0.0011273928685113,0.0003455553087405,0.005551487673074,0.0005452906480059,0.0058172680437564,0.0002396083291387,0.0025916153099387,0.0001018547045532,0.0013752169907093,0.0247463956475257,0.0001959785731742,0.0506211370229721,-0.36428473153974095,-0.1624805075349025,-0.1949965494888507,0.19976173712054338,6.353070104617758,-0.1563245058311341,0.5938155344252136,0.8982001831637145,Desire
2020-01-12,3:01:44 PM,2.0,Haiti #2,jtk386 - Haiti #2 - B - Field Partner,Appeal,Urgent need in Haiti,25098,25065,33.0,96.0,85,3188,3,0.0,0.0,53.0,3576.0,Partners,jtk386 - Haiti #,0.1270220734719898,0.0033867240417563,0.0021117220495657,142.48147262730097,1,0.0,0.0,urgent need haiti,0.0019995954353362,0.0001437894679838,0.0424653850495815,0.0230780728161335,0.0930220931768417,0.0424969978630542,0.0004505313409026,0.0099383825436234,0.6575381755828857,0.0061301481910049,0.0230505038052797,0.004305119626224,0.0002312927972525,0.0006150376866571,0.0010677881073206,0.0002082813589368,0.0011273928685113,0.0003455553087405,0.005551487673074,0.0005452906480059,0.0058172680437564,0.0002396083291387,0.0025916153099387,0.0001018547045532,0.0013752169907093,0.0247463956475257,0.0001959785731742,0.0506211370229721,-0.36428473153974095,-0.1624805075349025,-0.1949965494888507,0.19976173712054338,6.353070104617758,-0.1563245058311341,0.5938155344252136,0.8982001831637145,Desire
2020-01-12,3:01:43 PM,2.0,Haiti #2,jtk386 - Haiti #2 - A - 13-24 month donors,Appeal,Urgent need in Haiti,15347,15320,27.0,35.0,32,1155,6,1.0,1.0,8.0,195.0,Lapsed Donors,jtk386 - Haiti #,0.0752590082752329,0.0020850980647683,0.000521274516192,12.706066332182186,1,0.0,0.0,urgent need haiti,0.0019995954353362,0.0001437894679838,0.0424653850495815,0.0230780728161335,0.0930220931768417,0.0424969978630542,0.0004505313409026,0.0099383825436234,0.6575381755828857,0.0061301481910049,0.0230505038052797,0.004305119626224,0.0002312927972525,0.0006150376866571,0.0010677881073206,0.0002082813589368,0.0011273928685113,0.0003455553087405,0.005551487673074,0.0005452906480059,0.0058172680437564,0.0002396083291387,0.0025916153099387,0.0001018547045532,0.0013752169907093,0.0247463956475257,0.0001959785731742,0.0506211370229721,-0.36428473153974095,-0.1624805075349025,-0.1949965494888507,0.19976173712054338,6.353070104617758,-0.1563245058311341,0.5938155344252136,0.8982001831637145,Desire
2020-01-12,3:08:36 PM,2.0,Haiti #2,jtk386 - Haiti #2 - B - Current Partner Haiti Donors,Appeal,Urgent need in Haiti,717,641,76.0,6.0,4,103,0,0.0,0.0,2.0,600.0,Partners,jtk386 - Haiti #,0.1436541143654114,0.00557880055788,0.00278940027894,836.8200836820084,1,0.0,0.0,urgent need haiti,0.0019995954353362,0.0001437894679838,0.0424653850495815,0.0230780728161335,0.0930220931768417,0.0424969978630542,0.0004505313409026,0.0099383825436234,0.6575381755828857,0.0061301481910049,0.0230505038052797,0.004305119626224,0.0002312927972525,0.0006150376866571,0.0010677881073206,0.0002082813589368,0.0011273928685113,0.0003455553087405,0.005551487673074,0.0005452906480059,0.0058172680437564,0.0002396083291387,0.0025916153099387,0.0001018547045532,0.0013752169907093,0.0247463956475257,0.0001959785731742,0.0506211370229721,-0.36428473153974095,-0.1624805075349025,-0.1949965494888507,0.19976173712054338,6.353070104617758,-0.1563245058311341,0.5938155344252136,0.8982001831637145,Desire
2020-01-12,3:02:42 PM,2.0,Haiti #2,jtk386 - Haiti #2 - B - Non-Donors,Appeal,Urgent need in Haiti,41055,40991,64.0,110.0,97,8708,32,7.0,7.0,4.0,105.0,Non Donors,jtk386 - Haiti #,0.2121057118499573,0.0023626842041164,9.743027645840944e-05,2.557544757033248,1,0.0,0.0,urgent need haiti,0.0019995954353362,0.0001437894679838,0.0424653850495815,0.0230780728161335,0.0930220931768417,0.0424969978630542,0.0004505313409026,0.0099383825436234,0.6575381755828857,0.0061301481910049,0.0230505038052797,0.004305119626224,0.0002312927972525,0.0006150376866571,0.0010677881073206,0.0002082813589368,0.0011273928685113,0.0003455553087405,0.005551487673074,0.0005452906480059,0.0058172680437564,0.0002396083291387,0.0025916153099387,0.0001018547045532,0.0013752169907093,0.0247463956475257,0.0001959785731742,0.0506211370229721,-0.36428473153974095,-0.1624805075349025,-0.1949965494888507,0.19976173712054338,6.353070104617758,-0.1563245058311341,0.5938155344252136,0.8982001831637145,Desire
2020-01-12,3:01:44 PM,2.0,Haiti #2,jtk386 - Haiti #2 - B - 25-36 month donors,Appeal,Urgent need in Haiti,14333,14305,28.0,24.0,17,970,6,2.0,2.0,2.0,60.0,Lapsed Donors,jtk386 - Haiti #,0.067675992464941,0.0011860740947463,0.0001395381287936,4.186143863810786,1,0.0,0.0,urgent need haiti,0.0019995954353362,0.0001437894679838,0.0424653850495815,0.0230780728161335,0.0930220931768417,0.0424969978630542,0.0004505313409026,0.0099383825436234,0.6575381755828857,0.0061301481910049,0.0230505038052797,0.004305119626224,0.0002312927972525,0.0006150376866571,0.0010677881073206,0.0002082813589368,0.0011273928685113,0.0003455553087405,0.005551487673074,0.0005452906480059,0.0058172680437564,0.0002396083291387,0.0025916153099387,0.0001018547045532,0.0013752169907093,0.0247463956475257,0.0001959785731742,0.0506211370229721,-0.36428473153974095,-0.1624805075349025,-0.1949965494888507,0.19976173712054338,6.353070104617758,-0.1563245058311341,0.5938155344252136,0.8982001831637145,Desire
2020-01-12,3:01:44 PM,2.0,Haiti #2,jtk386 - Haiti #2 - B - 37+ month donors,Appeal,Urgent need in Haiti,12394,12351,43.0,46.0,43,3343,4,0.0,0.0,3.0,535.0,Lapsed Donors,jtk386 - Haiti #,0.2697272873971276,0.0034694206874294,0.0002420526060997,43.16604808778441,1,0.0,0.0,urgent need haiti,0.0019995954353362,0.0001437894679838,0.0424653850495815,0.0230780728161335,0.0930220931768417,0.0424969978630542,0.0004505313409026,0.0099383825436234,0.6575381755828857,0.0061301481910049,0.0230505038052797,0.004305119626224,0.0002312927972525,0.0006150376866571,0.0010677881073206,0.0002082813589368,0.0011273928685113,0.0003455553087405,0.005551487673074,0.0005452906480059,0.0058172680437564,0.0002396083291387,0.0025916153099387,0.0001018547045532,0.0013752169907093,0.0247463956475257,0.0001959785731742,0.0506211370229721,-0.36428473153974095,-0.1624805075349025,-0.1949965494888507,0.19976173712054338,6.353070104617758,-0.1563245058311341,0.5938155344252136,0.8982001831637145,Desire
2020-01-12,3:01:42 PM,2.0,Haiti #2,jtk386 - Haiti #2 - B - 13-24 month donors,Appeal,Urgent need in Haiti,15347,15319,28.0,24.0,18,1172,5,1.0,1.0,4.0,45.0,Lapsed Donors,jtk386 - Haiti #,0.0763667166221411,0.0011728676614322,0.000260637258096,2.9321691535805043,1,0.0,0.0,urgent need haiti,0.0019995954353362,0.0001437894679838,0.0424653850495815,0.0230780728161335,0.0930220931768417,0.0424969978630542,0.0004505313409026,0.0099383825436234,0.6575381755828857,0.0061301481910049,0.0230505038052797,0.004305119626224,0.0002312927972525,0.0006150376866571,0.0010677881073206,0.0002082813589368,0.0011273928685113,0.0003455553087405,0.005551487673074,0.0005452906480059,0.0058172680437564,0.0002396083291387,0.0025916153099387,0.0001018547045532,0.0013752169907093,0.0247463956475257,0.0001959785731742,0.0506211370229721,-0.36428473153974095,-0.1624805075349025,-0.1949965494888507,0.19976173712054338,6.353070104617758,-0.1563245058311341,0.5938155344252136,0.8982001831637145,Desire
2020-01-12,3:01:45 PM,2.0,Haiti #2,jtk386 - Haiti #2 - A - 37+ month donors,Appeal,Urgent need in Haiti,12394,12348,46.0,53.0,41,3361,13,1.0,1.0,7.0,813.0,Lapsed Donors,jtk386 - Haiti #,0.271179603033726,0.0033080522833629,0.0005647894142326,65.59625625302566,1,0.0,0.0,urgent need haiti,0.0019995954353362,0.0001437894679838,0.0424653850495815,0.0230780728161335,0.0930220931768417,0.0424969978630542,0.0004505313409026,0.0099383825436234,0.6575381755828857,0.0061301481910049,0.0230505038052797,0.004305119626224,0.0002312927972525,0.0006150376866571,0.0010677881073206,0.0002082813589368,0.0011273928685113,0.0003455553087405,0.005551487673074,0.0005452906480059,0.0058172680437564,0.0002396083291387,0.0025916153099387,0.0001018547045532,0.0013752169907093,0.0247463956475257,0.0001959785731742,0.0506211370229721,-0.36428473153974095,-0.1624805075349025,-0.1949965494888507,0.19976173712054338,6.353070104617758,-0.1563245058311341,0.5938155344252136,0.8982001831637145,Desire
2020-01-12,3:32:42 PM,2.0,Haiti #2,jtk386 - Haiti #2 - A - Lapsed Haiti Donors,Appeal,Urgent need in Haiti,85194,68812,16382.0,837.0,762,7348,232,72.0,72.0,40.0,2000.0,Other,jtk386 - Haiti #,0.0862502054135267,0.0089442918515388,0.0004695166326267,23.47583163133553,1,0.0,0.0,urgent need haiti,0.0019995954353362,0.0001437894679838,0.0424653850495815,0.0230780728161335,0.0930220931768417,0.0424969978630542,0.0004505313409026,0.0099383825436234,0.6575381755828857,0.0061301481910049,0.0230505038052797,0.004305119626224,0.0002312927972525,0.0006150376866571,0.0010677881073206,0.0002082813589368,0.0011273928685113,0.0003455553087405,0.005551487673074,0.0005452906480059,0.0058172680437564,0.0002396083291387,0.0025916153099387,0.0001018547045532,0.0013752169907093,0.0247463956475257,0.0001959785731742,0.0506211370229721,-0.36428473153974095,-0.1624805075349025,-0.1949965494888507,0.19976173712054338,6.353070104617758,-0.1563245058311341,0.5938155344252136,0.8982001831637145,Desire
2020-01-12,3:01:44 PM,2.0,Haiti #2,jtk386 - Haiti #2 - A - 25-36 month donors,Appeal,Urgent need in Haiti,14334,14311,23.0,56.0,18,1058,4,0.0,0.0,2.0,60.0,Lapsed Donors,jtk386 - Haiti #,0.0738105204409097,0.0012557555462536,0.0001395283940281,4.185851820845542,1,0.0,0.0,urgent need haiti,0.0019995954353362,0.0001437894679838,0.0424653850495815,0.0230780728161335,0.0930220931768417,0.0424969978630542,0.0004505313409026,0.0099383825436234,0.6575381755828857,0.0061301481910049,0.0230505038052797,0.004305119626224,0.0002312927972525,0.0006150376866571,0.0010677881073206,0.0002082813589368,0.0011273928685113,0.0003455553087405,0.005551487673074,0.0005452906480059,0.0058172680437564,0.0002396083291387,0.0025916153099387,0.0001018547045532,0.0013752169907093,0.0247463956475257,0.0001959785731742,0.0506211370229721,-0.36428473153974095,-0.1624805075349025,-0.1949965494888507,0.19976173712054338,6.353070104617758,-0.1563245058311341,0.5938155344252136,0.8982001831637145,Desire
