send_dt,send_time,send_number,category,text,emails_sent,emails_delivered,undeliverable,total_clicks,unique_clicks,unique_opens,unsubscribes,unique_complaints,total_complaints,gifts,revenue,Audience
5/8/2022,4:00:45 PM,1.0,Unknown," ""This is a great opportunity to make an impact""

B: ""You have made a difference.""

C: ""It's time to take action.""
""""""

",80355,80355,968.0,394.0,365,13233,143,21.0,21.0,31.0,5594.65,First Levels
5/8/2022,4:00:57 PM,1.0,Unknown,"

B:

C:

",72985,72985,1438.0,701.0,451,13188,143,21.0,22.0,23.0,10961.67,Non Donors
1/30/2021,3:00:53 PM,1.0,Unknown,"
The tone of the email should be persuasive. You want to persuade your readers that they should support whatever issue you're advocating for.

""""""

A:  This is a very important question – one that I struggled with in my",128968,128968,2400.0,1272.0,946,29008,284,62.0,65.0,38.0,8028.91,Partners
1/30/2021,3:01:22 PM,1.0,Unknown,"

Subject: Support for the Patients' Protection Act of 2007
Dear [Name]:
The Patients' Protection Act of 2007 is an important piece of legislation that will help ensure patients are protected from abusive or fraudulent practices by their health care providers.",192691,192691,3126.0,1230.0,851,35956,242,93.0,92.0,147.0,25275.84,Other
1/30/2021,3:01:13 PM,1.0,Unknown,"
""Dear [Name],
I am writing to you on behalf of [Charity Name]. As an advocate for the rights of children, I urge you to act now. The government has proposed a new law that will make it more difficult for",147403,147403,1420.0,388.0,307,32657,105,29.0,31.0,109.0,19357.96,Other
2/28/2021,3:00:56 PM,1.0,Unknown," ""Please help us save the whales!""

Q: ""Can you write a sample subject line for an email from a non-profit charity asking for advocacy? The tone of the email should be Humble.
""""
A: ""Save",48093,48093,1151.0,379.0,244,12389,80,23.0,21.0,1.0,175.4,Other
2/28/2021,3:00:57 PM,1.0,Unknown," ""The tone of the email should be empathetic. The subject line, however, can be a bit more direct to grab attention. I'm not sure if this is what you're looking for but here's an example:
""Urgent",51155,51155,1198.0,411.0,218,12918,82,39.0,38.0,28.0,2465.66,Other
2/28/2021,3:00:47 PM,1.0,Unknown," Dear Mr. Smith,

I am writing to you on behalf of the American Cancer Society. We are a nationwide non-profit organization dedicated to research and education regarding cancer prevention, early detection and treatment. I hope that this email finds you well",44098,44098,365.0,405.0,349,16877,56,15.0,15.0,54.0,6586.45,Partners
9/7/2021,8:17:38 PM,1.0,Unknown,"
Dear [name],
[organization name] is a non-profit organization that works to help people in the community. We are trying to raise awareness about our cause, and we need your help!
[Brief description of what you",29468,29468,579.0,46.0,73,2750,38,15.0,16.0,15.0,3530.23,Other
7/1/2022,3:00:47 PM,1.0,Unknown," ""I can tell you that the tone of this email should be compassionate. It is very important to show your audience that you care about their cause and that they are not just a number in a database.""

Q: ""What would happen if",43718,43718,521.0,297.0,239,9659,29,6.0,6.0,126.0,16890.81,Other
7/13/2022,5:30:38 PM,1.0,Unknown," """"Dear Friend,
As a long-time supporter of the American Cancer Society, I hope you'll be willing to lend your voice in support of our legislative priorities. We're asking supporters like you to take action by writing letters and making phone calls",72277,72277,600.0,852.0,748,10332,78,14.0,15.0,110.0,20973.2,Other
7/1/2022,3:00:54 PM,1.0,Unknown,"

Dear [name],
[organization name] is a non-profit organization that provides services to the poor in developing countries. We are currently working on a project to provide clean water for those who do not have access to it, and",154710,154710,1731.0,893.0,719,32152,271,65.0,67.0,146.0,28101.34,Other
3/15/2021,2:00:47 PM,1.0,Unknown,"

Dear [First Name],
Thank you for your message. We are pleased to hear that you have enjoyed our work and would like to help in any way we can. A donation is not required, but if you have the means, please",86586,86586,741.0,473.0,384,25693,75,38.0,38.0,61.0,13410.08,Other
1/19/2022,8:45:57 PM,1.0,Unknown," ""Please help us protect the environment. <a href=""http://www.savetheenvironmentnow.org/"">Click here</a> to read more.""

Q: ""How can we make a subject line that will get people's",116184,116184,1995.0,413.0,326,30152,106,42.0,42.0,54.0,6803.22,Other
7/30/2022,2:00:45 PM,1.0,Unknown," ""You're invited to join the campaign for a better tomorrow.""
B: ""Help us raise funds for our new shelter.""
C: ""We have a great need in our community, and you can help!""
D: ""Your support",34758,34758,560.0,295.0,253,6466,66,42.0,43.0,203.0,32054.54,Other
7/30/2022,2:00:55 PM,1.0,Unknown,"

B:
""""""

C:

",62679,62679,753.0,139.0,161,10702,116,37.0,38.0,140.0,31397.94,Partners
7/30/2022,2:00:54 PM,1.0,Unknown," ""Subject: We are in danger of losing the Internet as we know it""

B: ""Subject: The future of the Internet is at stake.""

C: ""Subject: Don't let them take your freedom away!""

",102147,102147,1819.0,641.0,332,28175,151,56.0,58.0,23.0,3197.13,Other
8/17/2022,9:30:45 PM,1.0,Unknown," ""I'm writing to tell you about a new bill that could have a big impact on your community. It's called the 'Fair Taxation and Regulation of Investment Act' (FRRA). This legislation would make sure that large corporations pay their fair",96365,96365,1262.0,592.0,447,12351,45,13.0,14.0,108.0,24195.81,Non Donors
6/22/2022,8:21:36 PM,1.0,Unknown,"  Heartfelt.
""""""

A:  I would say, ""I'm not sure if you're aware of this but..."" and then explain the issue. Then I would end with something like, ""...so please do what you can to",87788,87788,2028.0,566.0,374,11569,149,74.0,73.0,112.0,13452.37,Other
6/28/2022,5:10:36 PM,1.0,Unknown," ""I am writing to you today because I am passionate about the plight of children in war-torn countries. As a concerned citizen, I urge you to support this cause by visiting [website] and signing our petition.""

Q: """,181679,181679,2050.0,647.0,559,34270,198,40.0,39.0,60.0,11986.22,Other
8/27/2021,2:24:54 PM,1.0,Unknown," """"

Q: """"
A: """"

",73021,73021,1105.0,369.0,276,18210,97,39.0,41.0,116.0,27307.52,Other
6/27/2022,5:31:39 PM,1.0,Unknown," Dear [name],

I am writing to ask you for your support on an important issue. As a resident of the district, I'm sure you agree that [insert state/city] is home to many worthy causes and organizations. One such",110545,110545,919.0,712.0,615,18071,162,51.0,53.0,23.0,2941.4,Other
6/27/2022,5:31:39 PM,1.0,Unknown," ""A Call to Action""

Q: Can you write a sample subject line for an email from the Democratic National Committee asking for advocacy? The tone of the email should be Patriotic.
""""
A: ""Stand with President Obama on",58569,58569,816.0,381.0,330,20415,74,33.0,33.0,53.0,9471.35,Other
6/27/2022,5:31:46 PM,1.0,Unknown,"
Dear [Name],
As you are aware, the [name of organization] is a non-profit charitable organization. We have been in existence for more than 50 years and our mission is to provide support and services to those who need it most",103976,103976,1581.0,696.0,497,21137,119,47.0,47.0,37.0,10929.64,Other
8/30/2021,10:30:42 PM,1.0,Unknown," ""What country are you from? http://www.canadapharmacyonlinebestcheap.com/ cheap viagra and cialis ""
This is a template for a subject line of an email asking someone to write about the topic",58315,58315,408.0,71.0,51,8554,48,24.0,24.0,152.0,29820.53,Partners
8/30/2021,10:31:04 PM,1.0,Unknown,"

The tone of the email should be Thoughtful. The subject line could read ""Please help us pass this important bill."" or ""We need your help to get our bill passed."" (with some specific information about the legislation).

Q",22978,22978,140.0,164.0,136,1688,21,8.0,8.0,59.0,15332.4,Other
8/30/2021,10:35:52 PM,1.0,Unknown," ""I am contacting you to ask your support for the charity ""

Q: What is a good subject line for an email from a non-profit asking people to take action? The tone of the email should be Humble. 
""""""",40165,40165,1314.0,297.0,280,7149,152,50.0,51.0,37.0,8907.25,Other
8/19/2022,2:00:52 PM,1.0,Unknown,"

""""""

A: 

",29125,28989,397.0,131.0,119,4756,35,7.0,7.0,48.0,9412.78,Non Donors
8/19/2022,2:00:53 PM,1.0,Unknown,"

B:
""Dear [name],
As a member of the [charity name] community, we are asking for your help. We need you to do everything in your power to make sure that our message is heard by Congress and",237390,237390,2246.0,830.0,669,42157,142,87.0,87.0,149.0,21077.53,Partners
8/19/2022,2:00:47 PM,1.0,Unknown,"

Dear Sir/Madam,

My name is John Smith. I am a student of the University and I am writing to you on behalf of our non-profit organization ""Save The Children"". We are working for the betterment of",31880,31880,372.0,176.0,136,10290,61,14.0,14.0,27.0,6854.21,Partners
9/20/2021,2:00:47 PM,1.0,Unknown,"

""Subject: A call to action for animal lovers everywhere.
Dear Animal Lovers,
You are my inspiration! As a fellow animal lover and advocate I am asking you to help me make the world a better place for all animals by",60914,60914,900.0,255.0,231,19747,161,54.0,55.0,77.0,12920.52,First Levels
4/22/2022,6:00:44 PM,1.0,Unknown," ""I was wondering if you would be interested in helping us with our advocacy efforts. We are a non-profit charity and we need your help to lobby the government for more funding.""

Q: ""What is the difference between an email sent",254426,254426,2320.0,560.0,405,44162,276,121.0,121.0,113.0,15229.56,First Levels
12/16/2020,9:01:47 PM,1.0,Unknown," Compassionate, as opposed to what?
A: I would like to know if the subject line is supposed to be from a non-profit or for one. If it's from a non-profit then your tone should be compassionate. If",164043,164043,1270.0,820.0,709,30928,186,74.0,75.0,134.0,16219.83,First Levels
3/3/2022,10:41:49 PM,1.0,Unknown," I am writing to ask for a $20 donation. This is the first and only email you will receive from me, so I do not want to inundate your inbox with requests for money.
I would like to tell you about our organization because",28178,28178,295.0,298.0,194,16724,41,12.0,13.0,126.0,20478.26,First Levels
9/10/2021,3:39:40 PM,1.0,Unknown,"

Dear Mr. Smith,
Please join us in our effort to help the homeless by signing the petition at www.cause.com/causes/12345678901234567890/petition?t=2 . The",93753,93753,610.0,531.0,428,21954,112,32.0,33.0,169.0,27285.28,PNB
9/10/2021,8:17:38 PM,1.0,Unknown," I don't know what I'm doing here.
""""""

Q: Can you write a sample subject line for an email from a non-profit charity asking for advocacy? The tone of the email should be Compassionate.  The",144912,144912,1264.0,929.0,711,39217,185,49.0,47.0,124.0,26359.49,Field Partners
9/10/2021,3:39:42 PM,1.0,Unknown,"

""""I am trying to make a decision about which charity to donate my time and money. I have heard that you do some good work, but I really don't know much more than that. If you could tell me in the next 10",93454,93454,975.0,358.0,254,25835,154,38.0,39.0,50.0,10265.67,Partners
3/16/2021,10:00:56 PM,1.0,Unknown,"

""Dear [name],
I am writing to you as a supporter of [non-profit charity name] and ask that you advocate for the protection of our natural environment. If we do not take action now, future generations will be unable",108636,108636,1312.0,520.0,367,16079,68,29.0,29.0,35.0,5186.39,Other
3/16/2021,10:00:56 PM,1.0,Unknown," ""I am writing on behalf of the National Association for the Advancement of Colored People (NAACP). As a concerned citizen and member, I urge you to contact your Senator about S.3239 that would help African Americans in their efforts to",21005,21005,296.0,49.0,46,5094,38,29.0,31.0,88.0,18796.59,Other
4/22/2021,10:00:57 PM,1.0,Unknown,"

""""Dear [NAME],
I am writing to you as a concerned citizen of the United States. I would like to take this opportunity to ask for your support in helping us raise awareness and funding for our organization, The National Organization for Women",60571,60571,758.0,209.0,130,5992,56,11.0,11.0,26.0,5890.85,Other
4/23/2021,2:00:46 PM,1.0,Unknown," ""I can tell you what I wouldn't do. Would not use the word ""appeal"". It's too negative, and it makes people think of begging.
""Urge"", ""ask"", or ""petition"" are better choices.""",164714,164714,2328.0,1020.0,824,29098,192,52.0,54.0,194.0,33066.84,Other
4/22/2021,10:01:08 PM,1.0,Unknown,"

""Subject: Please support us!
""""""

",25332,25332,641.0,136.0,158,4547,69,18.0,18.0,90.0,13490.61,Other
12/3/2021,5:59:35 PM,1.0,Unknown,"

""Subject: Join us to protect the environment!
Dear [name],
It is time to stand up for our rights and defend what we have left of Mother Earth. We need you because only a large number of people can make a",47151,47151,467.0,106.0,145,4247,132,42.0,41.0,100.0,12296.35,Other
6/24/2021,10:00:40 PM,1.0,Unknown," ""Subject line: ""Please help us protect children""
""""""

A: ""Subject line: ""I'm writing to ask for your support on an important issue."" (or) Subject line: ""Could you do me a favor?"" or",43753,43753,296.0,97.0,88,10417,82,9.0,10.0,30.0,12992.95,Other
6/24/2021,10:00:46 PM,1.0,Unknown,"

Subject: Call to Action! Protect the environment.
Dear [Name], I was shocked and dismayed by the recent news that our government plans on cutting environmental spending. As a concerned citizen, I want to let you know how important this",36778,36778,310.0,204.0,120,8658,75,12.0,14.0,42.0,6379.62,Field Partners
6/26/2021,2:00:58 PM,1.0,Unknown," ""I'm writing to you as a concerned citizen, not just another member of the public. I know that all too often we hear about how government doesn't listen to its people – and it's true. But this is one issue where our voices",56704,56704,1201.0,349.0,250,9991,71,33.0,31.0,18.0,4452.54,Partners
6/26/2021,2:01:49 PM,1.0,Unknown," Yes.
""""""

Q: What is the purpose of a subject line? 

",15223,15223,73.0,7.0,11,3156,23,12.0,12.0,26.0,4123.05,Other
6/26/2021,2:00:59 PM,1.0,Unknown," ""Hi, I'm a volunteer with the XYZ Foundation. We've been working hard to make sure that our community has access to clean water and we would love your help in ensuring it passes through Congress.""
""I know you're busy,",118594,118594,941.0,513.0,431,22269,171,27.0,28.0,77.0,15661.58,Other
3/20/2021,3:00:55 PM,1.0,Unknown,"

In the nonprofit sector, a charity will often use an email to ask for advocacy from its supporters. The following is an example of a subject line that would be used by a non-profit organization: 
Subject Line: Support Our Cause",5821,5821,124.0,177.0,48,1119,9,6.0,5.0,25.0,5484.81,Other
3/20/2021,2:30:53 PM,1.0,Unknown," ""Bold""

Q: ""Can you write a sample subject line for an email from a non-profit charity asking for advocacy? The tone of the email should be Empowering. Can you also provide some ideas on how to make",84965,84965,1618.0,532.0,343,17690,99,16.0,18.0,20.0,2768.91,Other
3/24/2021,10:00:57 PM,1.0,Unknown," ""I'm writing to ask for your help on a very important issue. 
""""""

Q: ""What is the best way to get people to read an email? What's the most effective subject line?""""
A: ""The",124052,124052,796.0,401.0,365,31295,87,58.0,59.0,104.0,13863.17,Non Donors
3/25/2021,9:30:46 PM,1.0,Unknown," The tone of the email should be Inspiring.
""""""

A: The tone of the email should be Inspiring. """"""

",41076,41076,645.0,80.0,96,12229,81,29.0,31.0,51.0,7603.85,Other
3/24/2021,10:00:55 PM,1.0,Unknown,"

The following is a sample subject line for an email from a non-profit charity asking for advocacy: 
""""""
",34312,34312,404.0,253.0,244,9350,29,16.0,17.0,147.0,21366.95,Lapsed Donors
3/24/2021,10:00:44 PM,1.0,Unknown," ""Dear [name],
""You have a great idea for helping people. I'd like to help you out with it, but first please answer the following questions: <br>
What is your organization's mission? <br> 
",249094,249094,3700.0,1150.0,768,33798,330,126.0,126.0,114.0,20924.36,Other
3/24/2021,10:00:51 PM,1.0,Unknown," This is a tough one. I would say something like ""I'm writing because I want to help.""

Q: Can you write a sample subject line for an email from a non-profit charity asking for advocacy? The tone of the email",37508,37508,504.0,508.0,409,19182,75,4.0,4.0,12.0,3461.33,First Levels
3/24/2021,10:00:41 PM,1.0,Unknown," ""Dear [name],
""""""

Q: ""What are the most important things for a subject line to communicate? The tone should be Reassuring. What else?""
""""A: """"Subject lines from charities should always include 3 key",14432,14432,172.0,66.0,56,2524,15,10.0,10.0,75.0,18487.43,Partners
3/24/2021,10:00:41 PM,1.0,Unknown,"

Subject: A special request from our friends at [Charity Name]
Dear [First Name],

This is a very special email. It's not often that we get to ask you for help, but this time there's an",121531,121531,803.0,240.0,266,20459,85,52.0,54.0,42.0,6864.7,Field Partners
11/21/2020,3:00:47 PM,1.0,Unknown,"

Q:

A:

",119175,119175,1335.0,382.0,293,19449,85,38.0,39.0,58.0,11697.11,Partners
11/21/2020,3:01:17 PM,1.0,Unknown,"

Check out the subject line of this email from Oxfam: ""Urgent action needed to save lives in the Sahel.""

Q:  What is a good way to start an email? How can you grab your reader's",8983,8983,385.0,90.0,54,2843,8,4.0,4.0,97.0,18866.35,Other
11/21/2020,3:01:26 PM,1.0,Unknown," ""Dear [Name],

The National Organization for Women (NOW) is a feminist organization dedicated to furthering the legal, social and economic equality of women. As one of our members, we hope you will join us in taking action against sexual",89954,89954,1101.0,670.0,539,15173,78,33.0,32.0,225.0,38160.47,Other
11/21/2020,3:00:47 PM,1.0,Unknown," """"

B: """"
""""I'm calling to ask you to be a part of our campaign. We need your help in order to raise $500,000 by the end of the year.""""

",77531,77531,361.0,312.0,277,13475,85,23.0,24.0,58.0,6038.7,Partners
11/21/2020,2:30:38 PM,1.0,Unknown,"

""""""Dear Sir,
I am writing to you on behalf of the [Name of organization] for your kind support. We are a non-profit organization working towards protecting the rights and welfare of children from all over the world. Our team",20166,20166,965.0,191.0,134,4035,24,5.0,5.0,52.0,8999.28,Other
7/8/2022,5:00:48 PM,1.0,Unknown," ""Dear [First Name],

I am writing to ask for your help in supporting the cause of [Charity]. It is a local charity that helps underprivileged children on their way to school. Every year, it costs about $10",17862,17862,454.0,221.0,200,8241,130,17.0,17.0,28.0,4095.96,Other
2/20/2021,3:00:54 PM,1.0,Unknown,"

Subject: We need your help!
Hi [name],
I hope this email finds you well. I'm writing to ask for your support in a very important campaign we're running at the moment. It's about making sure that when",80694,80694,547.0,108.0,123,10469,107,29.0,28.0,,,Other
2/20/2021,3:00:55 PM,1.0,Unknown," ""Subject: Urgent Action Needed!

Body: Dear [name],
The future of the world is at stake. Our children and our grandchildren are counting on us to do everything we can to make sure that they have a safe,",91122,91122,2066.0,598.0,428,14562,131,66.0,68.0,46.0,15151.16,Other
5/24/2022,10:30:52 PM,1.0,Unknown,"   ""Dear friend,
Can you help me? I am the director of a non-profit organization that helps children in need. We are asking for your support to fund our programs.""
I hope this article has been helpful! If you",60490,60490,563.0,381.0,287,19173,60,40.0,38.0,43.0,2531.37,Other
5/24/2022,10:30:38 PM,1.0,Unknown," Dear [name],

I am a member of the [charity name] community, and I'm writing to ask you to help us. We are working hard to achieve our goal of [goal]. But we need your voice! Will you",118202,118202,1171.0,527.0,336,29166,205,56.0,55.0,125.0,26028.15,Other
10/31/2020,2:01:08 PM,1.0,Unknown,"  I have a heart, but it doesn't work.
""""""
B:  Heartfelt? Can you repeat that? My hearing aid is on the fritz again.
""""C:  Oh yes, we're very heartfelt! In",34902,34902,778.0,194.0,143,6299,70,21.0,21.0,42.0,2967.63,Partners
10/31/2020,2:01:23 PM,1.0,Unknown," ""Dear [NAME],

I've just become aware of an issue that is important to me. I'm not sure what my position on it is, but I think it's something we should look into and discuss further. It seems like the",168066,168066,827.0,504.0,462,37019,177,75.0,76.0,120.0,14390.92,Other
10/31/2020,2:01:24 PM,1.0,Unknown,"

Dear [name],
I am writing to ask you for a favor. I have heard from many people that they are willing to help out with advocacy, but don't know how or where to start. If you would like more information on",172068,172068,2642.0,965.0,704,30048,229,74.0,73.0,94.0,11098.86,Other
11/12/2020,11:00:50 PM,1.0,Unknown," ""Subject: ""A plea for help""
""""""

B: ""Subject: ""We need your help!"" (this is a little too pushy)
""""""

",99841,99841,1026.0,843.0,713,25386,237,61.0,61.0,145.0,25773.15,Other
11/12/2020,11:00:50 PM,1.0,Unknown,"
Dear [name],
I am writing to you today because I want to share with you a very important issue that is currently being debated in the Texas State Legislature. The issue is Senate Bill 1, which would allow for-profit corporations and businesses",207554,207554,2707.0,1184.0,889,40953,291,96.0,94.0,,,Other
11/12/2020,11:00:51 PM,1.0,Unknown,"

From: ""Environmental Defense Fund"" <info@edf.org>
Subject: Urgent action needed to protect the Arctic Refuge from oil drilling! 
Date: Tue, May 1, 2014 at 9:40 AM 
",182878,182878,2789.0,816.0,522,39964,220,75.0,75.0,134.0,21128.51,Other
10/13/2020,10:06:25 PM,1.0,Unknown," ""Dear [First Name],
I am writing to ask you for a favor. I have been asked by the [Charity] to help them raise awareness of their work and need your support.
The charity is called [charity name].",113345,113345,724.0,702.0,517,20465,66,51.0,52.0,57.0,9266.04,Other
10/13/2020,10:06:23 PM,1.0,Unknown," The sample subject line for a charity email should be:

Subject Line: ""We need your help""<br>
Body of Email: <br>Dear Sir/Madam,<br><br>My name is John Doe and",141257,141257,2664.0,635.0,486,30536,215,68.0,67.0,190.0,36082.32,Other
6/29/2022,9:30:55 PM,1.0,Unknown,"

Dear [First Name],
I am writing to you as a concerned citizen to ask that you contact your elected officials and demand they support the ""No Budget, No Pay Act of 2013"" (S. 1765). This legislation would force",122143,122143,2554.0,857.0,632,21087,227,83.0,86.0,130.0,20322.7,Other
6/29/2022,9:30:55 PM,1.0,Unknown,"

A:

A:

",76404,76404,1135.0,454.0,298,10793,71,60.0,60.0,,,Other
6/29/2022,9:30:53 PM,1.0,Unknown," ""Dear [Firstname],

I'm writing to ask you to help me. I work for an organization called [Name of Organization] that helps people who are suffering from cancer, diabetes and other life-threatening illnesses. We provide food,",44598,44598,423.0,231.0,196,22593,24,29.0,30.0,115.0,21740.22,Other
4/24/2021,2:01:00 PM,1.0,Unknown,"

Subject: Helping a Child in Need
Dear [First Name],
As you may know, the holidays are right around the corner. I was thinking about how special it is to be able to spend time with our loved ones and give",126513,126513,1709.0,443.0,412,14355,88,36.0,37.0,18.0,2873.79,Other
4/24/2021,2:01:00 PM,1.0,Unknown,"

""Subject: Please support the ban on shark fin soup. Thank you.""
""""""
B: 
""Subject: You can save sharks! Sign this petition now!"" """"""

",16958,16958,156.0,124.0,88,2020,26,8.0,9.0,30.0,3569.02,Other
4/24/2021,2:00:48 PM,1.0,Unknown,"

B:

C:

",170902,170902,1336.0,945.0,729,33439,212,51.0,52.0,173.0,30389.29,Partners
10/26/2020,10:01:14 PM,1.0,Unknown,"

B: 
""""""

A:

",89447,89447,206.0,190.0,161,22890,143,28.0,28.0,67.0,10935.85,Other
10/26/2020,10:01:26 PM,1.0,Unknown,"

Subject: How to get involved in the fight against poverty
Hello [Name], I'm writing because I was inspired by your article on [Topic]. You're right that there are a lot of issues with [Issue] and we need more",12310,12310,161.0,51.0,27,2187,13,3.0,3.0,4.0,835.86,Other
5/19/2022,6:03:47 PM,1.0,Unknown," ""Dear [insert name here],
You might not know me, but I'm a huge fan of your work. I've been following you for years and am always inspired by the projects that you undertake.
I recently read about your efforts to",72863,72863,1274.0,489.0,410,13047,162,49.0,47.0,33.0,5569.88,Field Partners
11/9/2020,10:46:22 PM,1.0,Unknown," ""Please help me save the life of a child. I have been diagnosed with a deadly disease and am dying. It is my wish that you write to your Congressman in Washington DC and ask him/her to vote for the ABC Bill (or",216488,216488,3776.0,889.0,733,32848,325,85.0,84.0,88.0,16862.8,Other
11/9/2020,10:46:12 PM,1.0,Unknown," What is the tone of an email from a non-profit charity asking for advocacy?

The tone of the email should be appreciative. The subject line should use words like ""thank you"" and ""appreciate"" in order to show",36897,36897,1209.0,706.0,448,11764,105,33.0,31.0,153.0,31899.55,Other
11/16/2020,10:30:46 PM,1.0,Unknown,"

Dear [NAME],
I am writing to ask for your support of the [CHARITY NAME] and its mission. As a supporter of our cause, I know you will want to be aware of this important event/opportunity...",13037,13037,156.0,126.0,110,3386,31,4.0,4.0,3.0,508.72,Other
3/2/2022,12:00:42 PM,1.0,Unknown,"

""Dear [Name],
I am writing to ask your help in urging the government of [Country] to ensure that women and girls have access to reproductive health care. This includes safe abortion, which is a critical part of family planning.",66691,66691,695.0,201.0,124,14987,43,15.0,15.0,30.0,6690.77,Other
3/2/2022,12:00:48 PM,1.0,Unknown," ""Dear [First Name],
My name is [First Name] and I am a volunteer with the [Name of Non-Profit Organization]. We are asking you to join us in our mission to raise awareness about the issue of [issue].",32105,32105,159.0,97.0,86,8343,53,30.0,30.0,11.0,1387.99,Other
2/16/2021,11:11:02 PM,1.0,Unknown,"

Dear [NAME],
Please consider the following actions to help protect endangered species during this critical time. 
1) Sign and share our petition at http://www.saveendangeredspecies.org/action-center/ . This will",142043,142043,1494.0,824.0,614,36734,182,58.0,58.0,72.0,15996.47,Other
2/16/2021,11:10:52 PM,1.0,Unknown," ""Dear [name],

I read your article today about [topic]. I'm a huge fan of what you're doing.

I'd like to ask if you would consider writing an article on the following: ""Why is it important",88314,88314,566.0,223.0,187,15538,73,16.0,16.0,111.0,21597.31,Other
7/31/2021,2:30:43 PM,1.0,Unknown,"

Dear Sir/Madam,
I am writing to ask for your help in the fight against malaria. Malaria is a terrible disease that kills almost one million people every year. Millions more suffer from its effects – including disfigurement and",16852,16852,45.0,114.0,102,9302,6,3.0,3.0,72.0,18300.02,Partners
7/31/2021,2:31:04 PM,1.0,Unknown," ""Dear [First Name],

I am writing to you as a concerned citizen about an important issue that is being ignored by the media and politicians. Our government spends billions of dollars every year on corporate subsidies, even though there are no jobs created",111911,111911,1429.0,630.0,401,16572,72,46.0,48.0,32.0,4257.58,Other
7/31/2021,2:30:54 PM,1.0,Unknown," ""I would like to know more about your organization. Please send me a copy of your most recent annual report.""
""""""
A: ""Please let me know how I can become involved with the work you are doing.""
""""""

",124317,124317,1691.0,341.0,221,17515,89,51.0,50.0,20.0,2492.52,Other
3/2/2022,12:00:47 PM,1.0,Unknown,"

From: ""The American National Red Cross"" <nonprofit@redcross.org>
Subject: Innovative Ways to Help the Victims of Hurricane Katrina
Dear Supporter,
Hurricane Katrina left thousands of people without homes or access",22922,22922,153.0,87.0,50,4870,45,10.0,10.0,11.0,2724.91,Other
3/2/2022,12:00:48 PM,1.0,Unknown,"

Dear [First Name],
[Subject] A gift that keeps on giving: $250 could help a child in need for life. <br>
[Body] Dear [First Name],<br> 
$250 can change",106573,106573,1258.0,535.0,336,21239,148,63.0,63.0,9.0,439.48,Other
2/9/2021,3:00:58 PM,1.0,Unknown," 
Dear Mr. /Ms._______,
I would like to invite you to join our online advocacy campaign for __________ on Change.org . As a member of this community, your voice matters and we need your help! ________",100456,100456,556.0,124.0,68,17627,44,18.0,18.0,18.0,4871.33,Partners
2/10/2021,3:00:44 PM,1.0,Unknown," ""Dear Mr. Smith,
I am writing to ask you for your support of the non-profit charity ""Youth Education Foundation"". Your donation will help us provide scholarships to youth who otherwise would not be able to attend college.
If you",134681,134681,1083.0,477.0,386,26159,143,39.0,40.0,167.0,23816.93,Partners
2/9/2021,6:34:40 PM,1.0,Unknown," I can't write a subject line for you, but I can tell you that the key is to make it feel like something your supporters will want to read. That means they should be able to answer ""yes"" when they ask themselves:
It",8985,8985,341.0,176.0,134,4160,19,10.0,10.0,81.0,15341.21,Partners
6/18/2022,5:32:49 PM,1.0,Unknown," ""Dear [First Name],
I am writing as a supporter of the [charity] to ask you for your help. I know that many people are suffering in our community and we need all hands on deck to fight this problem. We need",4978,4978,17.0,57.0,35,625,7,3.0,3.0,0.0,95.21,Partners
6/14/2022,5:33:32 PM,1.0,Unknown," ""Dear Sir/Madam,
I am writing to you as a concerned citizen of the United States. I have been reading about your organization's efforts in helping people with disabilities and I would like to offer my assistance. My name is ________",92148,92148,1385.0,578.0,409,12369,88,44.0,44.0,63.0,10617.89,Partners
6/13/2022,2:59:31 PM,1.0,Unknown," The tone of the email should be Gracious.

Q: Can you write a sample subject line for an email from a non-profit charity asking for advocacy? The tone of the email should be Polite.
""I want to know",116311,116311,1929.0,295.0,257,17071,155,34.0,35.0,46.0,6717.93,Partners
5/23/2022,4:36:41 AM,1.0,Unknown,"

""Subject: Please help us save the whales!
Hi [First Name], 
[Your name] here, and I'm writing to you because we need your help. 
Whales are in trouble. They're being hunted",23809,23809,1260.0,56.0,55,5380,59,24.0,24.0,13.0,1153.89,Partners
12/4/2021,6:31:46 PM,1.0,Unknown," ""Hi,
I'm writing to ask for your support on a matter I think is important.  It's about [insert issue here].  We need you to contact your elected officials and tell them that [insert action requested here]",105823,105823,1003.0,443.0,396,18310,151,24.0,24.0,1.0,239.41,Partners
4/11/2022,6:30:41 PM,1.0,Unknown," ""Dear friend,
We have a big problem in our community. We need your help to fix it.""
This is an example of the use of ""we"" and ""our"" to create a sense of shared identity with the reader. It",150469,150469,1465.0,437.0,371,26229,155,48.0,47.0,47.0,7063.35,Other
4/11/2022,6:30:38 PM,1.0,Unknown," ""Dear Senator,
I am writing to you as a concerned citizen and a member of the community. I would like to inform you that our country's public schools are in crisis. The school funding is not enough for teachers' salaries and supplies (",3014,3014,33.0,21.0,14,679,8,6.0,6.0,78.0,15464.03,Other
4/11/2022,6:30:41 PM,1.0,Unknown," 
The tone of the email should be Warm. The words in your subject line should reflect this tone, but also include a sense of urgency and ask for advocacy. Here are some sample subject lines: 
1) Urgent notice about upcoming",97072,97072,1092.0,431.0,297,20073,105,31.0,31.0,28.0,10318.32,Other
